"site","Latitude","Longitude","o3","year"
"High Muffles",54.334497,-0.80882,62.653425,2023
"Honiton",50.792287,-3.196702,58.299154,2023
"London Westminster",51.49467,-0.131931,54.539708,2023
"London Harlington",51.48879,-0.441614,48.580137,2023
"Hartlepool St Abbs Walk",54.683242,-1.203838,57.664896,2023
"Hull Freetown",53.74878,-0.341222,52.529403,2023
"Immingham Woodlands Avenue",53.619241,-0.213324,56.610908,2023
"London N. Kensington",51.52105,-0.213492,54.971192,2023
"Ladybower",53.40337,-1.752006,61.901997,2023
"Leamington Spa",52.28881,-1.533119,54.469938,2023
"Leicester University",52.619904,-1.127182,50.944424,2023
"Leeds Centre",53.80378,-1.546472,49.856515,2023
"Leominster",52.221593,-2.73684,53.832012,2023
"Lullington Heath",50.7937,0.18125,65.174732,2023
"London Eltham",51.45258,0.070766,49.604951,2023
"Liverpool Speke",53.34633,-2.844333,54.136733,2023
"Charlton Mackrell",51.05625,-2.68345,60.479663,2023
"Manchester Sharston",53.371722,-2.238917,48.564914,2023
"Manchester Piccadilly",53.48152,-2.237881,42.375996,2023
"Middlesbrough",54.569297,-1.220874,50.369592,2023
"Milton Keynes Civic Centre",52.044076,-0.761013,44.635594,2023
"London Marylebone Road",51.52253,-0.154611,29.086907,2023
"Newcastle Centre",54.97825,-1.610528,47.948024,2023
"Norwich Lakenfields",52.614823,1.302686,56.108223,2023
"Nottingham Centre",52.95473,-1.146447,48.168315,2023
"Northampton Spring Park",52.272257,-0.916605,54.725618,2023
"St Osyth",51.777874,1.04901,58.594441,2023
"Oxford St Ebbes",51.744806,-1.260278,48.148326,2023
"Narberth",51.782616,-4.69237,70.298894,2023
"Plymouth Centre",50.37167,-4.142361,54.753184,2023
"Portsmouth",50.82881,-1.068583,55.442275,2023
"Preston",53.76559,-2.680353,53.386242,2023
"Port Talbot Margam",51.58395,-3.770822,56.069717,2023
"Reading New Town",51.45309,-0.944067,46.40235,2023
"Rochester Stoke",51.45617,0.634889,57.263418,2023
"Southend-on-Sea",51.544166,0.678331,51.984656,2023
"Sheffield Devonshire Green",53.378622,-1.478096,52.459514,2023
"Sheffield Tinsley",53.41058,-1.396139,47.005032,2023
"Sibton",52.2944,1.463497,59.664158,2023
"Southampton Centre",50.908173,-1.395757,47.096856,2023
"Stoke-on-Trent Centre",53.02821,-2.175133,51.102217,2023
"Sunderland Silksworth",54.88361,-1.406878,54.740402,2023
"Swindon Walcot",51.558061,-1.765678,58.269067,2023
"Tallington",52.656308,-0.381,64.450164,2023
"Telford Hollinswood",52.673471,-2.436692,55.456486,2023
"Thurrock",51.47707,0.317969,49.110505,2023
"Toft Newton",53.374133,-0.449788,44.822857,2023
"Wirral Tranmere",53.37287,-3.022722,55.067683,2023
"Walsall Woodlands",52.605641,-2.030371,53.907946,2023
"West Bromwich Kenrick Park",52.508342,-1.98607,54.291443,2023
"Weybourne",52.95049,1.122017,61.805703,2023
"Wicken Fen",52.2985,0.290917,57.521343,2023
"Wigan Centre",53.54914,-2.638139,51.812331,2023
"York Bootham",53.967513,-1.086514,48.415819,2023
"Yarner Wood",50.5976,-3.71651,67.827918,2023
"Aston Hill",52.50385,-3.034178,63.367853,2024
"Barnsley Gawber",53.56292,-1.510436,53.029781,2024
"Birmingham A4540 Roadside",52.476145,-1.874978,42.106331,2024
"Blackburn Audley Park",53.74673,-2.467873,52.021138,2024
"Blackpool Marton",53.80489,-3.007175,56.646939,2024
"Birmingham Ladywood",52.481346,-1.918235,55.311718,2024
"Bournemouth",50.73957,-1.826744,59.302423,2024
"Burton-on-Trent Horninglow",52.82105,-1.635718,51.926029,2024
"Bristol St Paul's",51.462839,-2.584482,51.3898,2024
"Brighton Preston Park",50.840836,-0.147572,50.815286,2024
"Canterbury",51.27399,1.098061,57.513882,2024
"Cardiff Centre",51.48178,-3.17625,53.222317,2024
"Chilbolton Observatory",51.149617,-1.438228,56.585028,2024
"Chesterfield Loundsley Green",53.244131,-1.454946,52.645105,2024
"London Bloomsbury",51.52229,-0.125889,50.816633,2024
"Coventry Allesley",52.411628,-1.560189,51.170915,2024
"Crewe Coppenhall",53.115941,-2.453492,51.775953,2024
"Cwmbran Crownbridge",51.653819,-3.00637,59.819878,2024
"Derby Stockbrook Park",52.916059,-1.492166,50.567734,2024
"Dewsbury Ashworth Grange",53.693104,-1.637111,50.94154,2024
"Eastbourne",50.805778,0.271611,58.125617,2024
"Salford Eccles",53.48481,-2.334139,44.726325,2024
"Exeter Roadside",50.725083,-3.532465,40.442879,2024
"Glazebury",53.46008,-2.472056,50.643403,2024
"London Haringey Priory Park South",51.584128,-0.125254,46.848425,2024
"London Hillingdon",51.49633,-0.460861,38.321576,2024
"High Muffles",54.334497,-0.80882,62.194237,2024
"Honiton",50.792287,-3.196702,58.365412,2024
"London Westminster",51.49467,-0.131931,50.359581,2024
"London Honor Oak Park",51.449674,-0.037418,49.995684,2024
"London Harlington",51.48879,-0.441614,46.690954,2024
"Hartlepool St Abbs Walk",54.683242,-1.203838,56.792874,2024
"Hull Freetown",53.74878,-0.341222,52.210574,2024
"Immingham Woodlands Avenue",53.619241,-0.213324,50.918932,2024
"London N. Kensington",51.52105,-0.213492,55.779298,2024
"Ladybower",53.40337,-1.752006,59.730687,2024
"Leamington Spa",52.28881,-1.533119,53.456299,2024
"Leicester University",52.619904,-1.127182,52.317337,2024
"Leeds Centre",53.80378,-1.546472,49.562278,2024
"Leominster",52.221593,-2.73684,53.125121,2024
"Lullington Heath",50.7937,0.18125,61.571726,2024
"Liverpool Speke",53.34633,-2.844333,51.247678,2024
"Charlton Mackrell",51.05625,-2.68345,58.780911,2024
"Manchester Sharston",53.371722,-2.238917,48.538487,2024
"Manchester Piccadilly",53.48152,-2.237881,39.77027,2024
"Middlesbrough",54.569297,-1.220874,54.591398,2024
"Milton Keynes Civic Centre",52.044076,-0.761013,53.112549,2024
"London Marylebone Road",51.52253,-0.154611,32.376882,2024
"Newcastle Centre",54.97825,-1.610528,49.48655,2024
"Norwich Lakenfields",52.614823,1.302686,54.543174,2024
"Nottingham Kenmore Gardens",52.959441,-1.13865,51.187884,2024
"Nottingham Centre",52.95473,-1.146447,42.692323,2024
"Northampton Spring Park",52.272257,-0.916605,54.668772,2024
"St Osyth",51.777874,1.04901,58.245328,2024
"Oxford St Ebbes",51.744806,-1.260278,50.047216,2024
"Narberth",51.782616,-4.69237,62.222384,2024
"Plymouth Centre",50.37167,-4.142361,51.717714,2024
"Portsmouth",50.82881,-1.068583,53.609295,2024
"Preston",53.76559,-2.680353,49.764481,2024
"Port Talbot Margam",51.58395,-3.770822,56.189927,2024
"Reading New Town",51.45309,-0.944067,44.373452,2024
"Rochester Stoke",51.45617,0.634889,57.653645,2024
"Southend-on-Sea",51.544166,0.678331,51.478614,2024
"Sheffield Devonshire Green",53.378622,-1.478096,50.33081,2024
"Sheffield Tinsley",53.41058,-1.396139,45.749714,2024
"Sibton",52.2944,1.463497,56.975567,2024
"Southampton Centre",50.908173,-1.395757,46.315859,2024
"Stoke-on-Trent Centre",53.02821,-2.175133,52.113731,2024
"Sunderland Silksworth",54.88361,-1.406878,55.635164,2024
"Swindon Walcot",51.558061,-1.765678,57.530742,2024
"Tallington",52.656308,-0.381,56.312625,2024
"Telford Hollinswood",52.673471,-2.436692,53.834529,2024
"Thurrock",51.47707,0.317969,50.789174,2024
"Toft Newton",53.374133,-0.449788,57.22808,2024
"Wirral Tranmere",53.37287,-3.022722,54.722355,2024
"Walsall Woodlands",52.605641,-2.030371,52.560026,2024
"West Bromwich Kenrick Park",52.508342,-1.98607,52.622028,2024
"Weybourne",52.95049,1.122017,60.890006,2024
"Wicken Fen",52.2985,0.290917,50.457626,2024
"Wigan Centre",53.54914,-2.638139,51.076551,2024
"York Bootham",53.967513,-1.086514,50.513481,2024
"Yarner Wood",50.5976,-3.71651,63.957861,2024
"Aston Hill",52.50385,-3.034178,63.617867,2025
"Barnsley Gawber",53.56292,-1.510436,49.204415,2025
"Birmingham A4540 Roadside",52.476145,-1.874978,33.375023,2025
"Blackburn Audley Park",53.74673,-2.467873,46.200583,2025
"Blackpool Marton",53.80489,-3.007175,52.391576,2025
"Birmingham Ladywood",52.481346,-1.918235,43.236116,2025
"Bournemouth",50.73957,-1.826744,50.88488,2025
"Burton-on-Trent Horninglow",52.82105,-1.635718,42.604445,2025
"Bristol St Paul's",51.462839,-2.584482,40.686784,2025
"Brighton Preston Park",50.840836,-0.147572,42.17442,2025
"Cardiff Centre",51.48178,-3.17625,41.769769,2025
"Chilbolton Observatory",51.149617,-1.438228,55.538884,2025
"Chesterfield Loundsley Green",53.244131,-1.454946,49.038835,2025
"London Bloomsbury",51.52229,-0.125889,35.940167,2025
"Coventry Allesley",52.411628,-1.560189,41.335063,2025
"Crewe Coppenhall",53.115941,-2.453492,49.567731,2025
"Cwmbran Crownbridge",51.653819,-3.00637,50.602241,2025
"Derby Stockbrook Park",52.916059,-1.492166,40.071342,2025
"Dewsbury Ashworth Grange",53.693104,-1.637111,44.064648,2025
"Eastbourne",50.805778,0.271611,48.752987,2025
"Salford Eccles",53.48481,-2.334139,43.447304,2025
"Exeter Roadside",50.725083,-3.532465,41.56768,2025
"Glazebury",53.46008,-2.472056,45.836515,2025
"London Haringey Priory Park South",51.584128,-0.125254,36.735317,2025
"London Hillingdon",51.49633,-0.460861,29.017056,2025
"High Muffles",54.334497,-0.80882,62.894756,2025
"Honiton",50.792287,-3.196702,53.689246,2025
"London Westminster",51.49467,-0.131931,37.382458,2025
"London Honor Oak Park",51.449674,-0.037418,47.347417,2025
"London Harlington",51.48879,-0.441614,36.965678,2025
"Hartlepool St Abbs Walk",54.683242,-1.203838,52.878229,2025
"Hull Freetown",53.74878,-0.341222,44.611294,2025
"Immingham Woodlands Avenue",53.619241,-0.213324,48.690539,2025
"London N. Kensington",51.52105,-0.213492,44.134143,2025
"Ladybower",53.40337,-1.752006,66.861887,2025
"Leamington Spa",52.28881,-1.533119,46.403182,2025
"Leicester University",52.619904,-1.127182,42.58669,2025
"Leeds Centre",53.80378,-1.546472,44.865846,2025
"Leominster",52.221593,-2.73684,48.913244,2025
"Lullington Heath",50.7937,0.18125,68.799179,2025
"Liverpool Speke",53.34633,-2.844333,43.005904,2025
"Liverpool Thirlmere Park",53.424225,-2.960989,60.197443,2025
"Charlton Mackrell",51.05625,-2.68345,55.687979,2025
"Manchester Sharston",53.371722,-2.238917,42.658458,2025
"Manchester Piccadilly",53.48152,-2.237881,34.683547,2025
"Middlesbrough",54.569297,-1.220874,47.366937,2025
"Milton Keynes Civic Centre",52.044076,-0.761013,46.321603,2025
"London Marylebone Road",51.52253,-0.154611,27.39415,2025
"Newcastle Centre",54.97825,-1.610528,45.806084,2025
"Norwich Lakenfields",52.614823,1.302686,45.652196,2025
"Nottingham Kenmore Gardens",52.959441,-1.13865,43.075988,2025
"Northampton Spring Park",52.272257,-0.916605,44.395041,2025
"St Osyth",51.777874,1.04901,56.191505,2025
"Oxford St Ebbes",51.744806,-1.260278,41.653245,2025
"Narberth",51.782616,-4.69237,67.553162,2025
"Plymouth Centre",50.37167,-4.142361,49.125373,2025
"Portsmouth",50.82881,-1.068583,45.805162,2025
"Preston",53.76559,-2.680353,46.125896,2025
"Port Talbot Margam",51.58395,-3.770822,53.585399,2025
"Reading New Town",51.45309,-0.944067,36.259565,2025
"Rochester Stoke",51.45617,0.634889,47.393117,2025
"Southend-on-Sea",51.544166,0.678331,42.784444,2025
"Sheffield Devonshire Green",53.378622,-1.478096,40.050652,2025
"Sheffield Tinsley",53.41058,-1.396139,36.627589,2025
"Sibton",52.2944,1.463497,49.194277,2025
"Southampton Centre",50.908173,-1.395757,37.743853,2025
"Stoke-on-Trent Centre",53.02821,-2.175133,43.522522,2025
"Sunderland Silksworth",54.88361,-1.406878,54.408816,2025
"Swindon Walcot",51.558061,-1.765678,47.621413,2025
"Tallington",52.656308,-0.381,48.852767,2025
"Telford Hollinswood",52.673471,-2.436692,49.046055,2025
"Thurrock",51.47707,0.317969,39.56333,2025
"Toft Newton",53.374133,-0.449788,50.851835,2025
"Wirral Tranmere",53.37287,-3.022722,49.785577,2025
"Walsall Woodlands",52.605641,-2.030371,47.296335,2025
"West Bromwich Kenrick Park",52.508342,-1.98607,43.738106,2025
"Weybourne",52.95049,1.122017,52.868723,2025
"Wicken Fen",52.2985,0.290917,40.450757,2025
"Wigan Centre",53.54914,-2.638139,43.489041,2025
"York Bootham",53.967513,-1.086514,42.996552,2025
"Yarner Wood",50.5976,-3.71651,59.265706,2025
